Year	Month	Day	Hour	Minute	operation
2021	2	1	0	0	stopped
2021	2	1	0	0	stopped
2021	2	1	0	0	stopped
2021	2	1	0	5	operating
2021	2	1	0	5	error
2021	2	1	0	10	operating
2021	2	1	0	10	operating
2021	2	1	0	10	operating
2021	2	1	0	15	stopped
2021	2	1	0	15	operating
2021	2	1	0	20	error
2021	2	1	0	20	error
2021	2	1	0	25	stopped
2021	2	1	0	25	error
2021	2	1	0	30	error
2021	2	1	0	30	operating
2021	2	1	0	35	operating
2021	2	1	0	35	stopped
2021	2	1	0	35	error
2021	2	1	0	40	operating
2021	2	1	0	45	operating
2021	2	1	0	50	stopped
2021	2	1	0	50	operating
2021	2	1	0	50	error
2021	2	1	0	55	operating
2021	2	1	1	0	stopped
2021	2	1	1	0	stopped
2021	2	1	1	5	error
2021	2	1	1	5	operating
2021	2	1	1	10	stopped
2021	2	1	1	15	operating
2021	2	1	1	20	operating
2021	2	1	1	25	operating
2021	2	1	1	25	stopped
2021	2	1	1	25	error
2021	2	1	1	30	error
2021	2	1	1	30	error
2021	2	1	1	30	stopped
2021	2	1	1	35	error
2021	2	1	1	40	operating
2021	2	1	1	40	stopped
2021	2	1	1	45	operating
2021	2	1	1	45	error
2021	2	1	1	50	operating
2021	2	1	1	50	stopped
2021	2	1	1	55	operating
2021	2	1	1	55	stopped
2021	2	1	1	55	operating
2021	2	1	2	0	error
2021	2	1	2	0	stopped
2021	2	1	2	5	stopped
2021	2	1	2	5	stopped
2021	2	1	2	5	stopped
2021	2	1	2	10	error
2021	2	1	2	15	operating
2021	2	1	2	15	operating
2021	2	1	2	15	error
2021	2	1	2	20	error
2021	2	1	2	20	operating
2021	2	1	2	20	stopped
2021	2	1	2	25	stopped
2021	2	1	2	25	operating
2021	2	1	2	25	error
2021	2	1	2	30	operating
2021	2	1	2	30	error
2021	2	1	2	30	stopped
2021	2	1	2	35	operating
2021	2	1	2	35	stopped
2021	2	1	2	35	stopped
2021	2	1	2	40	operating
2021	2	1	2	45	operating
2021	2	1	2	45	stopped
2021	2	1	2	45	operating
2021	2	1	2	50	operating
2021	2	1	2	50	error
2021	2	1	2	55	operating
2021	2	1	2	55	stopped
2021	2	1	3	0	error
2021	2	1	3	0	stopped
2021	2	1	3	0	operating
2021	2	1	3	5	stopped
2021	2	1	3	5	stopped
2021	2	1	3	10	operating
2021	2	1	3	10	operating
2021	2	1	3	15	operating
2021	2	1	3	15	operating
2021	2	1	3	15	error
2021	2	1	3	20	error
2021	2	1	3	20	stopped
2021	2	1	3	20	operating
2021	2	1	3	25	operating
2021	2	1	3	25	error
2021	2	1	3	30	error
2021	2	1	3	35	stopped
2021	2	1	3	40	operating
2021	2	1	3	45	operating
2021	2	1	3	50	error
2021	2	1	3	55	stopped
2021	2	1	4	0	operating
2021	2	1	4	0	error
2021	2	1	4	0	stopped
2021	2	1	4	5	error
2021	2	1	4	10	operating
2021	2	1	4	15	stopped
2021	2	1	4	20	operating
2021	2	1	4	25	operating
2021	2	1	4	25	operating
2021	2	1	4	30	error
2021	2	1	4	35	error
2021	2	1	4	40	operating
2021	2	1	4	40	stopped
2021	2	1	4	45	error
2021	2	1	4	50	error
2021	2	1	4	55	error
2021	2	1	4	55	error
2021	2	1	4	55	operating
2021	2	1	5	0	stopped
2021	2	1	5	0	operating
2021	2	1	5	5	error
2021	2	1	5	5	error
2021	2	1	5	5	operating
2021	2	1	5	10	operating
2021	2	1	5	15	stopped
2021	2	1	5	15	error
2021	2	1	5	15	operating
2021	2	1	5	20	stopped
2021	2	1	5	25	error
2021	2	1	5	25	operating
2021	2	1	5	30	operating
2021	2	1	5	30	error
2021	2	1	5	30	stopped
2021	2	1	5	35	error
2021	2	1	5	35	error
2021	2	1	5	40	error
2021	2	1	5	45	operating
2021	2	1	5	45	stopped
2021	2	1	5	50	operating
2021	2	1	5	50	error
2021	2	1	5	50	stopped
2021	2	1	5	55	operating
2021	2	1	5	55	stopped
2021	2	1	5	55	operating
2021	2	1	6	0	operating
2021	2	1	6	0	operating
2021	2	1	6	0	stopped
2021	2	1	6	5	stopped
2021	2	1	6	5	operating
2021	2	1	6	10	operating
2021	2	1	6	10	operating
2021	2	1	6	10	error
2021	2	1	6	15	operating
2021	2	1	6	15	operating
2021	2	1	6	20	error
2021	2	1	6	20	stopped
2021	2	1	6	20	stopped
2021	2	1	6	25	error
2021	2	1	6	25	stopped
2021	2	1	6	30	error
2021	2	1	6	30	operating
2021	2	1	6	30	operating
2021	2	1	6	35	operating
2021	2	1	6	40	stopped
2021	2	1	6	45	error
2021	2	1	6	45	error
2021	2	1	6	45	operating
2021	2	1	6	50	operating
2021	2	1	6	55	stopped
2021	2	1	7	0	stopped
2021	2	1	7	0	stopped
2021	2	1	7	0	error
2021	2	1	7	5	stopped
2021	2	1	7	5	error
2021	2	1	7	10	error
2021	2	1	7	10	stopped
2021	2	1	7	10	operating
2021	2	1	7	15	stopped
2021	2	1	7	20	operating
2021	2	1	7	20	operating
2021	2	1	7	25	stopped
2021	2	1	7	30	error
2021	2	1	7	30	stopped
2021	2	1	7	35	error
2021	2	1	7	40	operating
2021	2	1	7	45	error
2021	2	1	7	50	error
2021	2	1	7	55	error
2021	2	1	7	55	error
2021	2	1	7	55	operating
2021	2	1	8	0	error
2021	2	1	8	5	stopped
2021	2	1	8	5	error
2021	2	1	8	10	stopped
2021	2	1	8	15	error
2021	2	1	8	15	error
2021	2	1	8	15	operating
2021	2	1	8	20	stopped
2021	2	1	8	20	operating
2021	2	1	8	25	operating
2021	2	1	8	25	stopped
2021	2	1	8	25	stopped
2021	2	1	8	30	operating
2021	2	1	8	35	error
2021	2	1	8	35	error
2021	2	1	8	40	error
2021	2	1	8	40	operating
2021	2	1	8	40	stopped
2021	2	1	8	45	operating
2021	2	1	8	45	operating
2021	2	1	8	45	operating
2021	2	1	8	50	stopped
2021	2	1	8	50	error
2021	2	1	8	55	error
2021	2	1	8	55	stopped
2021	2	1	9	0	operating
2021	2	1	9	5	error
2021	2	1	9	5	error
2021	2	1	9	10	stopped
2021	2	1	9	15	operating
2021	2	1	9	20	operating
2021	2	1	9	20	operating
2021	2	1	9	20	operating
2021	2	1	9	25	error
2021	2	1	9	25	error
2021	2	1	9	30	stopped
2021	2	1	9	30	operating
2021	2	1	9	30	stopped
2021	2	1	9	35	operating
2021	2	1	9	40	operating
2021	2	1	9	45	stopped
2021	2	1	9	45	error
2021	2	1	9	50	operating
2021	2	1	9	50	operating
2021	2	1	9	50	operating
2021	2	1	9	55	stopped
2021	2	1	9	55	stopped
2021	2	1	10	0	stopped
2021	2	1	10	0	operating
2021	2	1	10	5	stopped
2021	2	1	10	5	stopped
2021	2	1	10	5	error
2021	2	1	10	10	stopped
2021	2	1	10	10	error
2021	2	1	10	10	operating
2021	2	1	10	15	stopped
2021	2	1	10	15	error
2021	2	1	10	15	stopped
2021	2	1	10	20	stopped
2021	2	1	10	20	operating
2021	2	1	10	25	error
2021	2	1	10	30	error
2021	2	1	10	30	operating
2021	2	1	10	35	stopped
2021	2	1	10	35	stopped
2021	2	1	10	40	error
2021	2	1	10	45	operating
2021	2	1	10	45	stopped
2021	2	1	10	50	operating
2021	2	1	10	50	error
2021	2	1	10	50	operating
2021	2	1	10	55	stopped
2021	2	1	10	55	operating
2021	2	1	11	0	error
2021	2	1	11	0	error
2021	2	1	11	0	error
2021	2	1	11	5	stopped
2021	2	1	11	5	stopped
2021	2	1	11	5	operating
2021	2	1	11	10	stopped
2021	2	1	11	10	stopped
2021	2	1	11	15	stopped
2021	2	1	11	15	operating
2021	2	1	11	20	operating
2021	2	1	11	20	operating
2021	2	1	11	25	operating
2021	2	1	11	25	operating
2021	2	1	11	25	error
2021	2	1	11	30	error
2021	2	1	11	30	stopped
2021	2	1	11	35	error
2021	2	1	11	40	stopped
2021	2	1	11	45	operating
2021	2	1	11	45	stopped
2021	2	1	11	45	stopped
2021	2	1	11	50	stopped
2021	2	1	11	55	stopped
2021	2	1	11	55	operating
2021	2	1	11	55	error
2021	2	1	12	0	operating
2021	2	1	12	0	operating
2021	2	1	12	0	operating
2021	2	1	12	5	operating
2021	2	1	12	5	operating
2021	2	1	12	5	stopped
2021	2	1	12	10	error
2021	2	1	12	10	stopped
2021	2	1	12	15	error
2021	2	1	12	15	error
2021	2	1	12	15	stopped
2021	2	1	12	20	stopped
2021	2	1	12	20	operating
2021	2	1	12	20	stopped
2021	2	1	12	25	operating
2021	2	1	12	25	stopped
2021	2	1	12	25	error
2021	2	1	12	30	error
2021	2	1	12	35	operating
2021	2	1	12	40	operating
2021	2	1	12	45	stopped
2021	2	1	12	50	stopped
2021	2	1	12	50	error
2021	2	1	12	55	error
2021	2	1	12	55	error
2021	2	1	13	0	operating
2021	2	1	13	0	operating
2021	2	1	13	0	stopped
2021	2	1	13	5	error
2021	2	1	13	10	stopped
2021	2	1	13	15	operating
2021	2	1	13	15	stopped
2021	2	1	13	15	error
2021	2	1	13	20	error
2021	2	1	13	20	error
2021	2	1	13	20	stopped
2021	2	1	13	25	error
2021	2	1	13	25	operating
2021	2	1	13	30	operating
2021	2	1	13	35	stopped
2021	2	1	13	35	stopped
2021	2	1	13	40	stopped
2021	2	1	13	45	error
2021	2	1	13	50	error
2021	2	1	13	55	operating
2021	2	1	13	55	stopped
2021	2	1	14	0	error
2021	2	1	14	0	operating
2021	2	1	14	5	error
2021	2	1	14	5	operating
2021	2	1	14	10	operating
2021	2	1	14	10	error
2021	2	1	14	15	operating
2021	2	1	14	15	operating
2021	2	1	14	15	error
2021	2	1	14	20	error
2021	2	1	14	20	operating
2021	2	1	14	20	error
2021	2	1	14	25	error
2021	2	1	14	25	error
2021	2	1	14	30	stopped
2021	2	1	14	30	operating
2021	2	1	14	30	operating
2021	2	1	14	35	stopped
2021	2	1	14	35	operating
2021	2	1	14	40	operating
2021	2	1	14	45	error
2021	2	1	14	45	stopped
2021	2	1	14	50	operating
2021	2	1	14	50	operating
2021	2	1	14	55	error
2021	2	1	15	0	error
2021	2	1	15	0	stopped
2021	2	1	15	0	error
2021	2	1	15	5	error
2021	2	1	15	10	operating
2021	2	1	15	10	operating
2021	2	1	15	10	stopped
2021	2	1	15	15	operating
2021	2	1	15	15	operating
2021	2	1	15	20	operating
2021	2	1	15	20	error
2021	2	1	15	25	operating
2021	2	1	15	30	stopped
2021	2	1	15	30	operating
2021	2	1	15	35	stopped
2021	2	1	15	40	error
2021	2	1	15	40	stopped
2021	2	1	15	45	error
2021	2	1	15	45	error
2021	2	1	15	45	stopped
2021	2	1	15	50	error
2021	2	1	15	55	stopped
2021	2	1	15	55	error
2021	2	1	15	55	operating
2021	2	1	16	0	error
2021	2	1	16	0	operating
2021	2	1	16	0	stopped
2021	2	1	16	5	operating
2021	2	1	16	10	operating
2021	2	1	16	10	stopped
2021	2	1	16	10	stopped
2021	2	1	16	15	operating
2021	2	1	16	20	operating
2021	2	1	16	20	error
2021	2	1	16	25	operating
2021	2	1	16	30	stopped
2021	2	1	16	30	error
2021	2	1	16	30	operating
2021	2	1	16	35	operating
2021	2	1	16	35	operating
2021	2	1	16	35	stopped
2021	2	1	16	40	error
2021	2	1	16	45	error
2021	2	1	16	45	operating
2021	2	1	16	45	operating
2021	2	1	16	50	operating
2021	2	1	16	50	operating
2021	2	1	16	50	stopped
2021	2	1	16	55	stopped
2021	2	1	17	0	stopped
2021	2	1	17	5	error
2021	2	1	17	5	stopped
2021	2	1	17	5	error
2021	2	1	17	10	error
2021	2	1	17	10	operating
2021	2	1	17	10	stopped
2021	2	1	17	15	stopped
2021	2	1	17	15	operating
2021	2	1	17	20	operating
2021	2	1	17	20	error
2021	2	1	17	25	operating
2021	2	1	17	25	operating
2021	2	1	17	30	stopped
2021	2	1	17	35	stopped
2021	2	1	17	35	error
2021	2	1	17	35	operating
2021	2	1	17	40	error
2021	2	1	17	45	operating
2021	2	1	17	50	error
2021	2	1	17	50	error
2021	2	1	17	50	operating
2021	2	1	17	55	error
2021	2	1	18	0	stopped
