Year	Month	Day	Hour	Minute	operation
2021	2	2	0	0	error
2021	2	2	0	5	stopped
2021	2	2	0	5	operating
2021	2	2	0	5	error
2021	2	2	0	10	stopped
2021	2	2	0	15	error
2021	2	2	0	15	operating
2021	2	2	0	15	stopped
2021	2	2	0	20	error
2021	2	2	0	20	error
2021	2	2	0	20	stopped
2021	2	2	0	25	operating
2021	2	2	0	30	operating
2021	2	2	0	35	error
2021	2	2	0	35	stopped
2021	2	2	0	40	operating
2021	2	2	0	40	operating
2021	2	2	0	40	stopped
2021	2	2	0	45	error
2021	2	2	0	45	error
2021	2	2	0	45	operating
2021	2	2	0	50	operating
2021	2	2	0	50	error
2021	2	2	0	55	operating
2021	2	2	0	55	error
2021	2	2	0	55	stopped
2021	2	2	1	0	operating
2021	2	2	1	0	stopped
2021	2	2	1	5	stopped
2021	2	2	1	5	stopped
2021	2	2	1	5	stopped
2021	2	2	1	10	stopped
2021	2	2	1	10	operating
2021	2	2	1	10	stopped
2021	2	2	1	15	stopped
2021	2	2	1	20	error
2021	2	2	1	20	stopped
2021	2	2	1	20	stopped
2021	2	2	1	25	stopped
2021	2	2	1	30	error
2021	2	2	1	35	error
2021	2	2	1	40	stopped
2021	2	2	1	40	error
2021	2	2	1	40	error
2021	2	2	1	45	error
2021	2	2	1	45	operating
2021	2	2	1	50	error
2021	2	2	1	50	stopped
2021	2	2	1	55	stopped
2021	2	2	1	55	operating
2021	2	2	2	0	operating
2021	2	2	2	0	operating
2021	2	2	2	0	error
2021	2	2	2	5	error
2021	2	2	2	5	error
2021	2	2	2	10	stopped
2021	2	2	2	10	error
2021	2	2	2	10	stopped
2021	2	2	2	15	stopped
2021	2	2	2	20	stopped
2021	2	2	2	20	operating
2021	2	2	2	20	stopped
2021	2	2	2	25	operating
2021	2	2	2	30	operating
2021	2	2	2	30	error
2021	2	2	2	30	stopped
2021	2	2	2	35	error
2021	2	2	2	40	operating
2021	2	2	2	45	error
2021	2	2	2	50	error
2021	2	2	2	50	operating
2021	2	2	2	55	error
2021	2	2	3	0	operating
2021	2	2	3	0	stopped
2021	2	2	3	5	stopped
2021	2	2	3	5	stopped
2021	2	2	3	10	error
2021	2	2	3	15	stopped
2021	2	2	3	20	error
2021	2	2	3	20	stopped
2021	2	2	3	20	stopped
2021	2	2	3	25	stopped
2021	2	2	3	25	operating
2021	2	2	3	30	operating
2021	2	2	3	30	operating
2021	2	2	3	35	stopped
2021	2	2	3	35	operating
2021	2	2	3	35	stopped
2021	2	2	3	40	error
2021	2	2	3	40	operating
2021	2	2	3	40	operating
2021	2	2	3	45	operating
2021	2	2	3	45	operating
2021	2	2	3	45	operating
2021	2	2	3	50	operating
2021	2	2	3	50	error
2021	2	2	3	50	operating
2021	2	2	3	55	operating
2021	2	2	4	0	stopped
2021	2	2	4	0	stopped
2021	2	2	4	0	error
2021	2	2	4	5	stopped
2021	2	2	4	5	error
2021	2	2	4	5	error
2021	2	2	4	10	operating
2021	2	2	4	10	operating
2021	2	2	4	15	error
2021	2	2	4	15	error
2021	2	2	4	20	error
2021	2	2	4	25	stopped
2021	2	2	4	25	error
2021	2	2	4	30	stopped
2021	2	2	4	30	operating
2021	2	2	4	30	stopped
2021	2	2	4	35	stopped
2021	2	2	4	35	error
2021	2	2	4	35	operating
2021	2	2	4	40	operating
2021	2	2	4	40	operating
2021	2	2	4	45	stopped
2021	2	2	4	45	stopped
2021	2	2	4	45	stopped
2021	2	2	4	50	error
2021	2	2	4	50	error
2021	2	2	4	55	stopped
2021	2	2	4	55	operating
2021	2	2	5	0	operating
2021	2	2	5	5	stopped
2021	2	2	5	5	stopped
2021	2	2	5	10	stopped
2021	2	2	5	10	error
2021	2	2	5	10	error
2021	2	2	5	15	error
2021	2	2	5	15	operating
2021	2	2	5	20	error
2021	2	2	5	20	operating
2021	2	2	5	25	stopped
2021	2	2	5	30	error
2021	2	2	5	30	error
2021	2	2	5	35	operating
2021	2	2	5	35	error
2021	2	2	5	40	operating
2021	2	2	5	40	operating
2021	2	2	5	40	stopped
2021	2	2	5	45	operating
2021	2	2	5	50	error
2021	2	2	5	55	operating
2021	2	2	5	55	error
2021	2	2	5	55	error
2021	2	2	6	0	operating
2021	2	2	6	0	error
2021	2	2	6	0	error
2021	2	2	6	5	error
2021	2	2	6	5	stopped
2021	2	2	6	10	error
2021	2	2	6	10	error
2021	2	2	6	10	operating
2021	2	2	6	15	error
2021	2	2	6	15	error
2021	2	2	6	20	stopped
2021	2	2	6	25	operating
2021	2	2	6	25	operating
2021	2	2	6	25	stopped
2021	2	2	6	30	stopped
2021	2	2	6	35	operating
2021	2	2	6	35	operating
2021	2	2	6	35	operating
2021	2	2	6	40	error
2021	2	2	6	40	stopped
2021	2	2	6	45	error
2021	2	2	6	45	stopped
2021	2	2	6	45	error
2021	2	2	6	50	stopped
2021	2	2	6	50	error
2021	2	2	6	55	error
2021	2	2	6	55	stopped
2021	2	2	7	0	error
2021	2	2	7	0	stopped
2021	2	2	7	5	error
2021	2	2	7	5	error
2021	2	2	7	5	stopped
2021	2	2	7	10	error
2021	2	2	7	10	operating
2021	2	2	7	15	operating
2021	2	2	7	15	stopped
2021	2	2	7	15	stopped
2021	2	2	7	20	operating
2021	2	2	7	20	stopped
2021	2	2	7	25	operating
2021	2	2	7	25	operating
2021	2	2	7	30	error
2021	2	2	7	30	error
2021	2	2	7	30	stopped
2021	2	2	7	35	error
2021	2	2	7	40	error
2021	2	2	7	40	error
2021	2	2	7	40	operating
2021	2	2	7	45	operating
2021	2	2	7	45	stopped
2021	2	2	7	50	error
2021	2	2	7	55	operating
2021	2	2	7	55	error
2021	2	2	8	0	operating
2021	2	2	8	0	stopped
2021	2	2	8	5	stopped
2021	2	2	8	5	operating
2021	2	2	8	5	error
2021	2	2	8	10	operating
2021	2	2	8	10	error
2021	2	2	8	10	operating
2021	2	2	8	15	error
2021	2	2	8	15	error
2021	2	2	8	15	error
2021	2	2	8	20	error
2021	2	2	8	20	operating
2021	2	2	8	25	stopped
2021	2	2	8	25	operating
2021	2	2	8	25	error
2021	2	2	8	30	stopped
2021	2	2	8	30	error
2021	2	2	8	35	operating
2021	2	2	8	35	stopped
2021	2	2	8	35	error
2021	2	2	8	40	stopped
2021	2	2	8	45	error
2021	2	2	8	45	operating
2021	2	2	8	45	error
2021	2	2	8	50	error
2021	2	2	8	50	error
2021	2	2	8	55	operating
2021	2	2	8	55	operating
2021	2	2	8	55	error
2021	2	2	9	0	stopped
2021	2	2	9	0	error
2021	2	2	9	5	error
2021	2	2	9	5	operating
2021	2	2	9	10	operating
2021	2	2	9	10	error
2021	2	2	9	15	operating
2021	2	2	9	15	stopped
2021	2	2	9	15	error
2021	2	2	9	20	stopped
2021	2	2	9	20	error
2021	2	2	9	20	stopped
2021	2	2	9	25	operating
2021	2	2	9	30	error
2021	2	2	9	30	error
2021	2	2	9	35	operating
2021	2	2	9	35	operating
2021	2	2	9	40	error
2021	2	2	9	45	error
2021	2	2	9	50	stopped
2021	2	2	9	55	error
2021	2	2	9	55	stopped
2021	2	2	10	0	error
2021	2	2	10	0	operating
2021	2	2	10	0	stopped
2021	2	2	10	5	operating
2021	2	2	10	5	stopped
2021	2	2	10	5	operating
2021	2	2	10	10	stopped
2021	2	2	10	10	operating
2021	2	2	10	15	operating
2021	2	2	10	15	operating
2021	2	2	10	20	operating
2021	2	2	10	20	operating
2021	2	2	10	25	error
2021	2	2	10	25	stopped
2021	2	2	10	25	stopped
2021	2	2	10	30	operating
2021	2	2	10	30	stopped
2021	2	2	10	35	stopped
2021	2	2	10	35	operating
2021	2	2	10	35	operating
2021	2	2	10	40	stopped
2021	2	2	10	40	error
2021	2	2	10	40	error
2021	2	2	10	45	stopped
2021	2	2	10	50	error
2021	2	2	10	55	error
2021	2	2	10	55	error
2021	2	2	11	0	stopped
2021	2	2	11	0	error
2021	2	2	11	0	stopped
2021	2	2	11	5	error
2021	2	2	11	5	error
2021	2	2	11	10	stopped
2021	2	2	11	10	error
2021	2	2	11	15	operating
2021	2	2	11	20	stopped
2021	2	2	11	20	operating
2021	2	2	11	20	stopped
2021	2	2	11	25	error
2021	2	2	11	25	stopped
2021	2	2	11	25	error
2021	2	2	11	30	stopped
2021	2	2	11	30	error
2021	2	2	11	30	stopped
2021	2	2	11	35	stopped
2021	2	2	11	40	operating
2021	2	2	11	40	stopped
2021	2	2	11	40	stopped
2021	2	2	11	45	stopped
2021	2	2	11	45	error
2021	2	2	11	45	operating
2021	2	2	11	50	operating
2021	2	2	11	50	stopped
2021	2	2	11	50	stopped
2021	2	2	11	55	error
2021	2	2	12	0	stopped
2021	2	2	12	5	error
2021	2	2	12	5	operating
2021	2	2	12	10	stopped
2021	2	2	12	10	operating
2021	2	2	12	10	operating
2021	2	2	12	15	operating
2021	2	2	12	20	error
2021	2	2	12	20	error
2021	2	2	12	20	error
2021	2	2	12	25	stopped
2021	2	2	12	25	error
2021	2	2	12	30	error
2021	2	2	12	30	error
2021	2	2	12	30	stopped
2021	2	2	12	35	stopped
2021	2	2	12	40	operating
2021	2	2	12	45	error
2021	2	2	12	50	error
2021	2	2	12	50	operating
2021	2	2	12	50	stopped
2021	2	2	12	55	stopped
2021	2	2	12	55	operating
2021	2	2	13	0	stopped
2021	2	2	13	5	stopped
2021	2	2	13	10	stopped
2021	2	2	13	15	stopped
2021	2	2	13	20	stopped
2021	2	2	13	20	operating
2021	2	2	13	25	operating
2021	2	2	13	25	error
2021	2	2	13	25	error
2021	2	2	13	30	error
2021	2	2	13	30	error
2021	2	2	13	30	stopped
2021	2	2	13	35	operating
2021	2	2	13	35	operating
2021	2	2	13	40	error
2021	2	2	13	40	operating
2021	2	2	13	40	error
2021	2	2	13	45	error
2021	2	2	13	45	error
2021	2	2	13	45	operating
2021	2	2	13	50	stopped
2021	2	2	13	55	error
2021	2	2	13	55	error
2021	2	2	13	55	stopped
2021	2	2	14	0	stopped
2021	2	2	14	5	error
2021	2	2	14	5	stopped
2021	2	2	14	5	error
2021	2	2	14	10	error
2021	2	2	14	10	stopped
2021	2	2	14	10	error
2021	2	2	14	15	error
2021	2	2	14	15	error
2021	2	2	14	15	operating
2021	2	2	14	20	error
2021	2	2	14	25	operating
2021	2	2	14	30	stopped
2021	2	2	14	35	stopped
2021	2	2	14	35	operating
2021	2	2	14	40	operating
2021	2	2	14	40	error
2021	2	2	14	45	operating
2021	2	2	14	50	error
2021	2	2	14	50	stopped
2021	2	2	14	50	operating
2021	2	2	14	55	operating
2021	2	2	15	0	error
2021	2	2	15	5	operating
2021	2	2	15	5	error
2021	2	2	15	5	error
2021	2	2	15	10	stopped
2021	2	2	15	10	operating
2021	2	2	15	15	operating
2021	2	2	15	15	stopped
2021	2	2	15	20	error
2021	2	2	15	20	stopped
2021	2	2	15	25	error
2021	2	2	15	25	error
2021	2	2	15	25	operating
2021	2	2	15	30	operating
2021	2	2	15	30	operating
2021	2	2	15	30	stopped
2021	2	2	15	35	error
2021	2	2	15	40	error
2021	2	2	15	45	stopped
2021	2	2	15	45	operating
2021	2	2	15	50	operating
2021	2	2	15	50	stopped
2021	2	2	15	50	error
2021	2	2	15	55	error
2021	2	2	16	0	error
2021	2	2	16	0	operating
2021	2	2	16	5	operating
2021	2	2	16	5	stopped
2021	2	2	16	5	operating
2021	2	2	16	10	stopped
2021	2	2	16	15	stopped
2021	2	2	16	20	error
2021	2	2	16	20	operating
2021	2	2	16	25	stopped
2021	2	2	16	25	stopped
2021	2	2	16	25	operating
2021	2	2	16	30	stopped
2021	2	2	16	30	error
2021	2	2	16	30	stopped
2021	2	2	16	35	stopped
2021	2	2	16	35	error
2021	2	2	16	35	stopped
2021	2	2	16	40	stopped
2021	2	2	16	45	operating
2021	2	2	16	45	error
2021	2	2	16	45	error
2021	2	2	16	50	operating
2021	2	2	16	55	stopped
2021	2	2	16	55	error
2021	2	2	17	0	error
2021	2	2	17	0	operating
2021	2	2	17	5	operating
2021	2	2	17	10	error
2021	2	2	17	15	operating
2021	2	2	17	15	error
2021	2	2	17	20	operating
2021	2	2	17	20	stopped
2021	2	2	17	25	error
2021	2	2	17	30	error
2021	2	2	17	35	stopped
2021	2	2	17	40	stopped
2021	2	2	17	40	stopped
